evaluation_context,model_name,window_label,prediction_artifact,aoi_alert_overlap_index,true_positive_windows,false_positive_windows,false_negative_windows,true_negative_windows,attack_window_count,predicted_alert_window_count,evaluated_window_count,alert_coverage,alert_precision,notes
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/claude__existing_heldout_phase2_bundle__claude_phase2_llm_benchmark_v2/60s/isolation_forest/predictions.parquet,0.038359972202918695,276,6919,0,0,276,7195,7195,1.0,0.038359972202918695,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/claude__existing_heldout_phase2_bundle__claude_phase2_llm_benchmark_v2/60s/lstm/predictions.parquet,0.2898550724637681,80,0,196,6908,276,80,7184,0.2898550724637681,1.0,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/claude__existing_heldout_phase2_bundle__claude_phase2_llm_benchmark_v2/60s/threshold_baseline/predictions.parquet,0.11428571428571428,64,284,212,6635,276,348,7195,0.2318840579710145,0.1839080459770115,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/claude__existing_heldout_phase2_bundle__claude_phase2_llm_benchmark_v2/60s/transformer/predictions.parquet,0.29260450160771706,91,35,185,6873,276,126,7184,0.32971014492753625,0.7222222222222222,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,ttm_extension,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/claude__existing_heldout_phase2_bundle__claude_phase2_llm_benchmark_v2/60s/ttm_extension/predictions.parquet,0.11224489795918367,66,312,210,6595,276,378,7183,0.2391304347826087,0.1746031746031746,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/autoencoder/predictions.parquet,0.06269470404984423,1610,23925,145,17515,1755,25535,43195,0.9173789173789174,0.06305071470530645,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/gru/predictions.parquet,0.050381857855361596,1293,23909,462,17528,1755,25202,43192,0.7367521367521368,0.05130545194825808,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/isolation_forest/predictions.parquet,0.04063440611252605,1755,41435,0,5,1755,43190,43195,1.0,0.04063440611252605,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/lstm/predictions.parquet,0.04988296688538429,1300,24306,455,17127,1755,25606,43188,0.7407407407407407,0.05076935093337499,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/threshold_baseline/predictions.parquet,0.027814337106256033,317,9642,1438,31798,1755,9959,43195,0.18062678062678061,0.03183050507079024,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/transformer/predictions.parquet,0.04509780953496544,1540,32393,215,9044,1755,33933,43192,0.8774928774928775,0.04538354993663985,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/autoencoder/predictions.parquet,0.05844675740592474,73,1176,0,186,73,1249,1435,1.0,0.05844675740592474,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/gru/predictions.parquet,0.6133333333333333,46,2,27,1357,73,48,1432,0.6301369863013698,0.9583333333333334,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/isolation_forest/predictions.parquet,0.0351123595505618,50,1351,23,11,73,1401,1435,0.684931506849315,0.03568879371877231,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/lstm/predictions.parquet,0.6216216216216216,46,1,27,1358,73,47,1432,0.6301369863013698,0.9787234042553191,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/threshold_baseline/predictions.parquet,0.26666666666666666,20,2,53,1360,73,22,1435,0.273972602739726,0.9090909090909091,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/transformer/predictions.parquet,0.5512820512820513,43,5,30,1354,73,48,1432,0.589041095890411,0.8958333333333334,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,5s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/5s/autoencoder/predictions.parquet,0.07066849169904628,3201,41796,299,41099,3500,44997,86395,0.9145714285714286,0.07113807587172478,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,5s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/5s/gru/predictions.parquet,0.04509231105546613,2269,46819,1231,36073,3500,49088,86392,0.6482857142857142,0.046223109517601044,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,5s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/5s/isolation_forest/predictions.parquet,0.04051816950486797,3500,82881,0,14,3500,86381,86395,1.0,0.04051816950486797,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,5s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/5s/lstm/predictions.parquet,0.040513010463931846,3500,82892,0,0,3500,86392,86392,1.0,0.040513010463931846,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,5s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/5s/threshold_baseline/predictions.parquet,0.24738580077050082,899,134,2601,82761,3500,1033,86395,0.25685714285714284,0.8702807357212003,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,5s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/5s/transformer/predictions.parquet,0.05111295681063123,3077,56700,423,26192,3500,59777,86392,0.8791428571428571,0.0514746474396507,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/autoencoder/predictions.parquet,0.05485067343353504,281,4818,24,2072,305,5099,7195,0.921311475409836,0.05510884487154344,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/gru/predictions.parquet,0.3610223642172524,113,8,192,6871,305,121,7184,0.3704918032786885,0.9338842975206612,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/isolation_forest/predictions.parquet,0.042269187986651836,304,6887,1,3,305,7191,7195,0.9967213114754099,0.042275066054790714,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/lstm/predictions.parquet,0.34394904458598724,108,9,197,6870,305,117,7184,0.3540983606557377,0.9230769230769231,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/threshold_baseline/predictions.parquet,0.21525423728813559,127,285,178,6605,305,412,7195,0.4163934426229508,0.308252427184466,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/transformer/predictions.parquet,0.4939759036144578,164,27,141,6852,305,191,7184,0.5377049180327869,0.8586387434554974,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,ttm_extension,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/ttm_extension/predictions.parquet,0.14411764705882352,49,35,256,6843,305,84,7183,0.16065573770491803,0.5833333333333334,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/autoencoder/predictions.parquet,0.042352941176470586,1548,34828,174,6645,1722,36376,43195,0.8989547038327527,0.0425555311194194,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/gru/predictions.parquet,0.04877810361681329,1497,28968,225,12502,1722,30465,43192,0.8693379790940766,0.04913835548990645,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/isolation_forest/predictions.parquet,0.04162907591184431,1292,29314,430,12159,1722,30606,43195,0.7502903600464577,0.04221394497810887,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/lstm/predictions.parquet,0.04722624519866507,1500,30040,222,11426,1722,31540,43188,0.8710801393728222,0.04755865567533291,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/threshold_baseline/predictions.parquet,0.03657536493357389,446,10472,1276,31001,1722,10918,43195,0.2590011614401858,0.040849972522440006,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/transformer/predictions.parquet,0.04183971696662052,1632,37284,90,4186,1722,38916,43192,0.9477351916376306,0.04193647856922603,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/autoencoder/predictions.parquet,0.06429780033840947,76,1098,8,253,84,1174,1435,0.9047619047619048,0.06473594548551959,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/gru/predictions.parquet,0.7065217391304348,65,8,19,1340,84,73,1432,0.7738095238095238,0.8904109589041096,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/isolation_forest/predictions.parquet,0.033073929961089495,34,944,50,407,84,978,1435,0.40476190476190477,0.034764826175869123,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/lstm/predictions.parquet,0.7666666666666667,69,6,15,1342,84,75,1432,0.8214285714285714,0.92,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/threshold_baseline/predictions.parquet,0.3888888888888889,35,6,49,1345,84,41,1435,0.4166666666666667,0.8536585365853658,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/transformer/predictions.parquet,0.6530612244897959,64,14,20,1334,84,78,1432,0.7619047619047619,0.8205128205128205,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/autoencoder/predictions.parquet,0.04427390791027155,225,4772,85,2113,310,4997,7195,0.7258064516129032,0.04502701620972584,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/gru/predictions.parquet,0.3890577507598784,128,19,182,6855,310,147,7184,0.4129032258064516,0.8707482993197279,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/isolation_forest/predictions.parquet,0.04463768115942029,231,4865,79,2020,310,5096,7195,0.7451612903225806,0.04532967032967033,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/lstm/predictions.parquet,0.363914373088685,119,17,191,6857,310,136,7184,0.38387096774193546,0.875,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/threshold_baseline/predictions.parquet,0.11631944444444445,134,842,176,6043,310,976,7195,0.432258064516129,0.13729508196721313,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/transformer/predictions.parquet,0.5257142857142857,184,40,126,6834,310,224,7184,0.5935483870967742,0.8214285714285714,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,ttm_extension,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/ttm_extension/predictions.parquet,0.17714285714285713,62,40,248,6833,310,102,7183,0.2,0.6078431372549019,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/autoencoder/predictions.parquet,0.038836458462684714,1251,30724,237,10983,1488,31975,43195,0.8407258064516129,0.039124315871774826,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/gru/predictions.parquet,0.03445082422670865,1488,41704,0,0,1488,43192,43192,1.0,0.03445082422670865,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/isolation_forest/predictions.parquet,0.025347601030616746,1092,41593,396,114,1488,42685,43195,0.7338709677419355,0.025582757408925853,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/lstm/predictions.parquet,0.03445401500416782,1488,41700,0,0,1488,43188,43188,1.0,0.03445401500416782,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/threshold_baseline/predictions.parquet,0.29735099337748344,449,22,1039,41685,1488,471,43195,0.301747311827957,0.9532908704883227,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,10s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/transformer/predictions.parquet,0.036106864672053575,1488,39723,0,1981,1488,41211,43192,1.0,0.036106864672053575,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/autoencoder/predictions.parquet,0.05333333333333334,60,1058,7,310,67,1118,1435,0.8955223880597015,0.05366726296958855,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/gru/predictions.parquet,0.5,36,5,31,1360,67,41,1432,0.5373134328358209,0.8780487804878049,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/isolation_forest/predictions.parquet,0.0213089802130898,28,1247,39,121,67,1275,1435,0.417910447761194,0.02196078431372549,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/lstm/predictions.parquet,0.5774647887323944,41,4,26,1361,67,45,1432,0.6119402985074627,0.9111111111111111,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/threshold_baseline/predictions.parquet,0.39436619718309857,28,4,39,1364,67,32,1435,0.417910447761194,0.875,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,300s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/transformer/predictions.parquet,0.4594594594594595,34,7,33,1358,67,41,1432,0.5074626865671642,0.8292682926829268,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,autoencoder,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/autoencoder/predictions.parquet,0.047099252071962805,233,4684,30,2248,263,4917,7195,0.8859315589353612,0.04738661785641651,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,gru,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/gru/predictions.parquet,0.34385964912280703,98,22,165,6899,263,120,7184,0.3726235741444867,0.8166666666666667,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,isolation_forest,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/isolation_forest/predictions.parquet,0.026692891261590336,190,6855,73,77,263,7045,7195,0.7224334600760456,0.0269694819020582,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,lstm,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/lstm/predictions.parquet,0.35379061371841153,98,14,165,6907,263,112,7184,0.3726235741444867,0.875,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,threshold_baseline,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/threshold_baseline/predictions.parquet,0.4117647058823529,112,9,151,6923,263,121,7195,0.42585551330798477,0.9256198347107438,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,transformer,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/transformer/predictions.parquet,0.476027397260274,139,29,124,6892,263,168,7184,0.5285171102661597,0.8273809523809523,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
heldout_synthetic_zero_day_like_prediction_artifact,ttm_extension,60s,outputs/window_size_study/detector_window_zero_day_audit/zero_day_full_matrix/evaluations/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/ttm_extension/predictions.parquet,0.28187919463087246,84,35,179,6885,263,119,7183,0.3193916349809886,0.7058823529411765,Heldout synthetic zero-day-like prediction artifact; not real-world zero-day evidence.
