artifact_path,artifact_type,phase,exists,nonempty,last_modified,referenced_by_reports,needs_verification,notes
outputs/window_size_study/10s/ready_packages/llm_baseline/predictions.parquet,parquet,phase1,True,True,2026-04-19 14:29:17.021889687,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/10s/ready_packages/llm_baseline/preprocessing.pkl,checkpoint,phase1,True,True,2026-04-19 14:29:17.001699686,,False,
outputs/window_size_study/10s/ready_packages/llm_baseline/split_summary.json,json,phase1,True,True,2026-04-19 14:29:17.001699686,,True,
outputs/window_size_study/10s/ready_packages/llm_baseline/thresholds.json,json,phase1,True,True,2026-04-19 14:29:17.001699686,,True,
outputs/window_size_study/10s/ready_packages/llm_baseline/training_history.json,json,phase1,True,True,2026-04-19 14:29:17.001699686,,True,
outputs/window_size_study/10s/ready_packages/lstm/calibration.json,json,phase1,True,True,2026-04-19 13:05:14.507969617,,True,
outputs/window_size_study/10s/ready_packages/lstm/checkpoint.pt,checkpoint,phase1,True,True,2026-04-19 13:05:14.507969617,,False,
outputs/window_size_study/10s/ready_packages/lstm/config.json,json,phase1,True,True,2026-04-19 13:05:14.507969617,reports/generated_report.md,True,
outputs/window_size_study/10s/ready_packages/lstm/feature_columns.json,json,phase1,True,True,2026-04-19 13:05:14.507969617,,True,
outputs/window_size_study/10s/ready_packages/lstm/metrics.json,json,phase1,True,True,2026-04-19 13:05:14.507969617,,True,
outputs/window_size_study/10s/ready_packages/lstm/model_manifest.json,json,phase1,True,True,2026-04-19 13:05:14.524009466,,True,
outputs/window_size_study/10s/ready_packages/lstm/predictions.parquet,parquet,phase1,True,True,2026-04-19 13:05:14.524009466,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/10s/ready_packages/lstm/preprocessing.pkl,checkpoint,phase1,True,True,2026-04-19 13:05:14.507969617,,False,
outputs/window_size_study/10s/ready_packages/lstm/split_summary.json,json,phase1,True,True,2026-04-19 13:05:14.507969617,,True,
outputs/window_size_study/10s/ready_packages/lstm/thresholds.json,json,phase1,True,True,2026-04-19 13:05:14.507969617,,True,
outputs/window_size_study/10s/ready_packages/lstm/training_history.json,json,phase1,True,True,2026-04-19 13:05:14.507969617,,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/calibration.json,json,phase1,True,True,2026-04-19 11:51:50.217002869,,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/checkpoint.pkl,checkpoint,phase1,True,True,2026-04-19 11:51:50.214007378,,False,
outputs/window_size_study/10s/ready_packages/threshold_baseline/config.json,json,phase1,True,True,2026-04-19 11:51:50.217002869,reports/generated_report.md,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/feature_columns.json,json,phase1,True,True,2026-04-19 11:51:50.216002703,,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/metrics.json,json,phase1,True,True,2026-04-19 11:51:50.219004393,,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/model_manifest.json,json,phase1,True,True,2026-04-19 11:51:50.231003046,,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/predictions.parquet,parquet,phase1,True,True,2026-04-19 11:51:50.230002403,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/preprocessing.pkl,checkpoint,phase1,True,True,2026-04-19 11:51:50.215003490,,False,
outputs/window_size_study/10s/ready_packages/threshold_baseline/split_summary.json,json,phase1,True,True,2026-04-19 11:51:50.220005035,,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/thresholds.json,json,phase1,True,True,2026-04-19 11:51:50.216002703,,True,
outputs/window_size_study/10s/ready_packages/threshold_baseline/training_history.json,json,phase1,True,True,2026-04-19 11:51:50.218003035,,True,
outputs/window_size_study/10s/ready_packages/transformer/calibration.json,json,phase1,True,True,2026-04-19 13:50:54.521305323,,True,
outputs/window_size_study/10s/ready_packages/transformer/checkpoint.pt,checkpoint,phase1,True,True,2026-04-19 13:50:54.521305323,,False,
outputs/window_size_study/10s/ready_packages/transformer/config.json,json,phase1,True,True,2026-04-19 13:50:54.521305323,reports/generated_report.md,True,
outputs/window_size_study/10s/ready_packages/transformer/feature_columns.json,json,phase1,True,True,2026-04-19 13:50:54.521305323,,True,
outputs/window_size_study/10s/ready_packages/transformer/metrics.json,json,phase1,True,True,2026-04-19 13:50:54.521305323,,True,
outputs/window_size_study/10s/ready_packages/transformer/model_manifest.json,json,phase1,True,True,2026-04-19 13:50:54.539036036,,True,
outputs/window_size_study/10s/ready_packages/transformer/predictions.parquet,parquet,phase1,True,True,2026-04-19 13:50:54.538684368,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/10s/ready_packages/transformer/preprocessing.pkl,checkpoint,phase1,True,True,2026-04-19 13:50:54.521305323,,False,
outputs/window_size_study/10s/ready_packages/transformer/split_summary.json,json,phase1,True,True,2026-04-19 13:50:54.521305323,,True,
outputs/window_size_study/10s/ready_packages/transformer/thresholds.json,json,phase1,True,True,2026-04-19 13:50:54.521305323,,True,
outputs/window_size_study/10s/ready_packages/transformer/training_history.json,json,phase1,True,True,2026-04-19 13:50:54.521305323,,True,
outputs/window_size_study/10s/reports/attack_window_counts_per_scenario.csv,table,phase1,True,True,2026-04-19 18:53:17.297355652,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/autoencoder/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-19 11:52:53.086671591,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/autoencoder/confusion_matrix.png,figure,phase1,True,True,2026-04-19 11:52:52.947251558,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/autoencoder/precision_recall_curve.png,figure,phase1,True,True,2026-04-19 11:52:52.869970560,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/autoencoder/roc_curve.png,figure,phase1,True,True,2026-04-19 11:52:52.777786493,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/autoencoder/threshold_visualization.png,figure,phase1,True,True,2026-04-19 11:52:53.314567804,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/autoencoder/training_validation_loss.png,figure,phase1,True,True,2026-04-19 11:52:53.198183537,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/class_balance_table.csv,table,phase1,True,True,2026-04-19 18:53:17.284136534,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/gru/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-19 12:28:53.842117548,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/gru/confusion_matrix.png,figure,phase1,True,True,2026-04-19 12:28:53.574739218,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/gru/precision_recall_curve.png,figure,phase1,True,True,2026-04-19 12:28:53.511207104,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/gru/roc_curve.png,figure,phase1,True,True,2026-04-19 12:28:53.425434589,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/gru/threshold_visualization.png,figure,phase1,True,True,2026-04-19 12:28:54.061108351,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/gru/training_validation_loss.png,figure,phase1,True,True,2026-04-19 12:28:53.936871529,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/isolation_forest/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-19 11:52:02.276144743,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/isolation_forest/confusion_matrix.png,figure,phase1,True,True,2026-04-19 11:52:02.145764112,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/isolation_forest/precision_recall_curve.png,figure,phase1,True,True,2026-04-19 11:52:02.073511362,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/isolation_forest/roc_curve.png,figure,phase1,True,True,2026-04-19 11:52:01.987126589,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/isolation_forest/threshold_visualization.png,figure,phase1,True,True,2026-04-19 11:52:02.467410326,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/isolation_forest/training_validation_loss.png,figure,phase1,True,True,2026-04-19 11:52:02.359713316,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/latency_metrics.csv,table,phase1,True,True,2026-04-19 14:29:17.809547663,,True,
outputs/window_size_study/10s/reports/llm_baseline/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-19 14:29:17.453256130,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/llm_baseline/confusion_matrix.png,figure,phase1,True,True,2026-04-19 14:29:17.292963982,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/llm_baseline/precision_recall_curve.png,figure,phase1,True,True,2026-04-19 14:29:17.210535526,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/llm_baseline/roc_curve.png,figure,phase1,True,True,2026-04-19 14:29:17.107639551,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/llm_baseline/threshold_visualization.png,figure,phase1,True,True,2026-04-19 14:29:17.715000391,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/llm_baseline/training_validation_loss.png,figure,phase1,True,True,2026-04-19 14:29:17.566468000,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/lstm/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-19 13:05:14.899871111,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/lstm/confusion_matrix.png,figure,phase1,True,True,2026-04-19 13:05:14.760221243,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/lstm/precision_recall_curve.png,figure,phase1,True,True,2026-04-19 13:05:14.690375090,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/lstm/roc_curve.png,figure,phase1,True,True,2026-04-19 13:05:14.611571550,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/lstm/threshold_visualization.png,figure,phase1,True,True,2026-04-19 13:05:15.110389948,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/lstm/training_validation_loss.png,figure,phase1,True,True,2026-04-19 13:05:14.990216255,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/model_summary.csv,table,phase1,True,True,2026-04-19 14:29:17.809547663,FINAL_EXPERIMENT_NOTES.md;reports/generated_report.md,True,
outputs/window_size_study/10s/reports/model_sweep_results.csv,table,phase1,True,True,2026-04-19 14:29:17.809547663,,True,
outputs/window_size_study/10s/reports/per_scenario_metrics.csv,table,phase1,True,True,2026-04-19 14:29:17.809547663,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/threshold_baseline/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-19 11:51:50.635347843,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/threshold_baseline/confusion_matrix.png,figure,phase1,True,True,2026-04-19 11:51:50.486510754,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/threshold_baseline/precision_recall_curve.png,figure,phase1,True,True,2026-04-19 11:51:50.413740873,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/threshold_baseline/roc_curve.png,figure,phase1,True,True,2026-04-19 11:51:50.329630613,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/threshold_baseline/threshold_visualization.png,figure,phase1,True,True,2026-04-19 11:51:50.825351715,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/threshold_baseline/training_validation_loss.png,figure,phase1,True,True,2026-04-19 11:51:50.716684818,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/transformer/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-19 13:50:54.957016468,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/transformer/confusion_matrix.png,figure,phase1,True,True,2026-04-19 13:50:54.788851500,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/transformer/precision_recall_curve.png,figure,phase1,True,True,2026-04-19 13:50:54.720340252,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/transformer/roc_curve.png,figure,phase1,True,True,2026-04-19 13:50:54.621953726,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/transformer/threshold_visualization.png,figure,phase1,True,True,2026-04-19 13:50:55.205321074,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/transformer/training_validation_loss.png,figure,phase1,True,True,2026-04-19 13:50:55.071452141,reports/generated_report.md,True,
outputs/window_size_study/10s/reports/window_run_report.md,report,phase1,True,True,2026-04-19 14:29:17.834920883,,True,
outputs/window_size_study/10s/reports/window_sweep_table.csv,table,phase1,True,True,2026-04-19 18:53:17.297355652,reports/generated_report.md,True,
outputs/window_size_study/10s/residual_windows.parquet,parquet,phase1,True,True,2026-04-19 18:53:16.009638548,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/10s/split_summary.json,json,phase1,True,True,2026-04-19 18:53:16.105635643,,True,
outputs/window_size_study/300s/benchmark_config.json,json,phase1,True,True,2026-04-19 19:09:06.948112726,,True,
outputs/window_size_study/300s/data/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-19 19:09:05.537700891,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/300s/data/merged_windows_clean.parquet,parquet,phase1,True,True,2026-04-19 19:09:05.329485893,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE1_FILE_MAP.md;deployment_runtime/docs/deployment_contract.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md;window_source_sampling_audit.md,True,
outputs/window_size_study/300s/feature_ranking.csv,table,phase1,True,True,2026-04-19 19:09:06.932863712,,True,
outputs/window_size_study/300s/models/autoencoder/metadata.pkl,checkpoint,phase1,True,True,2026-04-18 21:00:57.216108799,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/300s/models/autoencoder/model.pt,checkpoint,phase1,True,True,2026-04-18 21:00:57.229256868,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/300s/models/autoencoder/predictions.parquet,parquet,phase1,True,True,2026-04-18 21:00:57.239267588,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/300s/models/autoencoder/results.json,json,phase1,True,True,2026-04-18 21:00:57.229256868,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/300s/models/gru/metadata.pkl,checkpoint,phase1,True,True,2026-04-18 21:03:00.451570988,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/300s/models/gru/model.pt,checkpoint,phase1,True,True,2026-04-18 21:03:00.451570988,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/300s/models/gru/predictions.parquet,parquet,phase1,True,True,2026-04-18 21:03:00.461945057,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/300s/models/gru/results.json,json,phase1,True,True,2026-04-18 21:03:00.458829880,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
