column_name,category,source_artifact,used_in_training,metadata_or_feature,residualized
delta__load_aggregate_q_kvar__max,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_q_kvar__mean,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_q_kvar__min,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_q_kvar__std,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__breaker_substation_state__last,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__breaker_substation_state__max,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__breaker_substation_state__mean,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__breaker_substation_state__min,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__breaker_substation_state__std,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_alarm_state__last,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_alarm_state__max,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_alarm_state__mean,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_alarm_state__min,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_alarm_state__std,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_trip_state__last,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_trip_state__max,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_trip_state__mean,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_trip_state__min,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__relay_substation_trip_state__std,protection,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_available_kw__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_available_kw__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_available_kw__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_available_kw__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_available_kw__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_curtailment_frac__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_curtailment_frac__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_curtailment_frac__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_curtailment_frac__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_curtailment_frac__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_p_kw__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_p_kw__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_p_kw__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_p_kw__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_p_kw__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_q_kvar__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_q_kvar__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_q_kvar__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_q_kvar__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_q_kvar__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_status__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_status__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_status__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_status__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_status__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_i_a__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_i_a__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_i_a__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_i_a__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_i_a__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_v_pu__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_v_pu__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_v_pu__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_v_pu__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv35_terminal_v_pu__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_available_kw__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_available_kw__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_available_kw__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_available_kw__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_available_kw__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_curtailment_frac__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_curtailment_frac__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_p_kw__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_p_kw__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_q_kvar__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_q_kvar__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_q_kvar__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_q_kvar__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_q_kvar__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_status__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_status__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_status__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_status__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_status__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_terminal_i_a__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_terminal_i_a__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_terminal_v_pu__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_terminal_v_pu__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_terminal_v_pu__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_terminal_v_pu__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv60_terminal_v_pu__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_available_kw__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_available_kw__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_available_kw__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_available_kw__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_available_kw__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_curtailment_frac__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_curtailment_frac__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_p_kw__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_p_kw__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_q_kvar__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_q_kvar__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_q_kvar__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_q_kvar__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_q_kvar__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_status__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_status__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_status__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_status__min,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_status__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_terminal_i_a__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_terminal_v_pu__last,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_terminal_v_pu__max,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_terminal_v_pu__mean,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__pv_pv83_terminal_v_pu__std,pv,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg1a_tap_pos__std,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg2a_tap_pos__last,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg2a_tap_pos__max,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg2a_tap_pos__mean,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg2a_tap_pos__min,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg2a_tap_pos__std,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg3a_tap_pos__std,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg3c_tap_pos__last,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg3c_tap_pos__max,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg3c_tap_pos__mean,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg3c_tap_pos__min,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg3c_tap_pos__std,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4a_tap_pos__last,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4a_tap_pos__max,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4a_tap_pos__mean,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4a_tap_pos__min,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4a_tap_pos__std,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4b_tap_pos__std,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4c_tap_pos__last,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4c_tap_pos__max,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4c_tap_pos__mean,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4c_tap_pos__min,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__regulator_creg4c_tap_pos__std,regulator,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw1_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw1_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw1_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw1_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw1_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw2_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw2_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw2_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw2_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw2_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw3_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw3_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw3_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw3_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw3_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw4_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw4_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw4_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw4_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw4_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw5_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw5_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw5_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw5_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw5_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw6_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw6_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw6_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw6_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw6_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw7_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw7_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw7_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw7_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw7_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw8_state__last,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw8_state__max,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw8_state__mean,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw8_state__min,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__switch_sw8_state__std,switch,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__sample_rate_seconds__last,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__sample_rate_seconds__max,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__sample_rate_seconds__mean,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__sample_rate_seconds__min,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__sample_rate_seconds__std,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__simulation_index__last,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__simulation_index__max,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__simulation_index__mean,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__simulation_index__min,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__simulation_index__std,timing,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
attack_affected_assets,label,outputs/attacked/attack_labels.parquet,False,metadata,False
attack_family,label,outputs/attacked/attack_labels.parquet,False,metadata,False
attack_present,label,outputs/attacked/attack_labels.parquet,False,metadata,False
attack_severity,label,outputs/attacked/attack_labels.parquet,False,metadata,False
run_id,metadata,outputs/window_size_study/60s/residual_windows.parquet,False,metadata,False
scenario_id,metadata,outputs/window_size_study/60s/residual_windows.parquet,False,metadata,False
scenario_window_id,metadata,outputs/attacked/attack_labels.parquet,False,metadata,False
split_id,metadata,outputs/window_size_study/60s/residual_windows.parquet,False,metadata,False
split_name,metadata,outputs/window_size_study/60s/residual_windows.parquet,False,metadata,False
window_end_utc,metadata,outputs/window_size_study/60s/residual_windows.parquet,False,metadata,False
window_seconds,metadata,outputs/window_size_study/60s/residual_windows.parquet,False,metadata,False
window_start_utc,metadata,outputs/window_size_study/60s/residual_windows.parquet,False,metadata,False
