file_path,replacements,status,notes
opendss/ieee123_base/P174_Run_VoltageProfile.DSS,0,clean,
opendss/ieee123_base/PaperLoadShape.txt,0,clean,
opendss/ieee123_base/PV5sdata1.csv,0,clean,
opendss/ieee123_base/RevRegTest.dss,0,clean,
opendss/ieee123_base/Run_IEEE123Bus.DSS,0,clean,
opendss/ieee123_base/Run_YearlySim.dss,0,clean,
opendss/ieee123_base/SetDailyLoadShape.DSS,0,clean,
opendss/ieee123_base/SolarRamp-Mack.DSS,0,clean,
opendss/ieee123_base/SolarRamp.csv,0,clean,
opendss/ieee123_base/SolarRamp.DSS,0,clean,
opendss/ieee123_base/StorageRamp.CSV,0,clean,
opendss/ieee123_base/WindRamp.DSS,0,clean,
opendss/ieee123_base/WindRampRevRegTest.DSS,0,clean,
outputs/phase2_final_manifest.json,0,clean,
outputs/attacked/compiled_manifest.json,0,clean,
outputs/attacked/compiled_measurement_actions.json,0,clean,
outputs/attacked/compiled_physical_actions.json,0,clean,
outputs/attacked/scenario_manifest.json,0,clean,
outputs/clean/config_snapshot.json,0,clean,
outputs/clean/load_class_map.csv,0,clean,
outputs/clean/measurement_impairments.csv,0,clean,
outputs/clean/scenario_manifest.json,0,clean,
outputs/deployment_runtime/demo_summary.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/central_alerts.csv,12,updated,
outputs/deployment_runtime/control_center/research-control-center-01/control_center_alert_summary.csv,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/control_center_manifest.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/control_ingest_log.csv,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T014801Z-2ce70500.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T014801Z-2ce70500.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T014801Z-4fbd6175.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T014801Z-4fbd6175.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T014801Z-d1eaf09b.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T014801Z-d1eaf09b.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T015225Z-303da129.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T015225Z-303da129.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T015225Z-3aae3800.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T015225Z-3aae3800.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T015225Z-b5ad77c5.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T015225Z-b5ad77c5.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T020001Z-06671b1b.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T020001Z-06671b1b.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T020001Z-30bbffbb.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T020001Z-30bbffbb.md,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T020001Z-4fe3c9c4.json,0,clean,
outputs/deployment_runtime/control_center/research-control-center-01/explanations/ieee123-der-site-01-autoencoder_zero_day-20250601T020001Z-4fe3c9c4.md,0,clean,
